album_name,ep,album_release,track_number,track_name,artist,featuring,bonus_track,promotional_release,single_release,track_release,danceability,energy,loudness,acousticness,instrumentalness,valence,tempo,duration_ms,explicit,key,mode,key_name,mode_name,key_mode,lyrics,has_lyrics
Taylor Swift,False,2006-10-24,11.0,Our Song,Taylor Swift,,True,,2007-09-09,2006-10-24,0.45,0.35,0.22,0.96,0.75,0.78,89.1,201106.0,False,9.0,1.0,A,major,A major,"I was riding shotgun with my hair undone in the front seat of his car
He's got a one-hand feel on the steering wheel
The other on my heart
I look around, turn the radio down
He says baby is something wrong?
I say nothing I was just thinking how we don't have a song
And he says...

[Chorus:]

Our song is the slamming screen door,
Sneakin' out late, tapping on your window
When we're on the phone and you talk real slow
Cause it's late and your mama don't know
Our song is the way you laugh
The first date ""man, I didn't kiss her, and I should have""
And when I got home ... before I said amen
Asking God if he could play it again

I was walking up the front porch steps after everything that day
Had gone all wrong and been trampled on
And lost and thrown away
Got to the hallway, well on my way to my lovin' bed
I almost didn't notice all the roses
And the note that said...

[Repeat Chorus]

I've heard every album, listened to the radio
Waited for something to come along
That was as good as our song...

Cause our song is the slamming screen door
Sneaking out late, tapping on his window
When we're on the phone and he talks real slow
Cause it's late and his mama don't know
Our song is the way he laughs
The first date ""man, I didn't kiss him, and I should have""
And when I got home, before I said amen
Asking God if he could play it again

I was riding shotgun with my hair undone
In the front seat of his car
I grabbed a pen and an old napkin
And I wrote down our song",True
Taylor Swift,False,2006-10-24,12.0,I'm Only Me When I'm With You,Taylor Swift,,True,,,2008-03-18,0.47,0.36,0.18,0.95,0.74,0.5,143.55,213053.0,False,3.0,0.0,D#,minor,D# minor,"38 ContributorsTranslationsFrançaisAfrikaansI’m Only Me When I’m With You Lyrics[Verse 1]
Friday night beneath the stars
In a field behind your yard
You and I are painting pictures in the sky
And sometimes, we don't say a thing
Just listen to the crickets sing
Everything I need is right here by my side

[Pre-Chorus]
And I know everything about you
I don't wanna live without you
[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you

[Verse 2]
Just a small-town boy and girl
Livin' in a crazy world
Tryna figure out what is and isn't true
And I don't try to hide my tears
My secrets or my deepest fears
Through it all, nobody gets me like you do

[Pre-Chorus]
And you know everything about me
You say that you can't live without me

[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you
You might also like[Bridge]
When I'm with anybody else
It's so hard to be myself
And only you can tell

[Chorus]
That I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me
Who I wanna be
Well, I'm only me when I'm with you

[Outro]
With you
Uh-huh-huh, yeah10Embed",True
Taylor Swift,False,2006-10-24,13.0,Invisible,Taylor Swift,,True,,,2008-03-18,0.44,0.32,0.25,0.97,0.76,0.78,97.51,203226.0,False,7.0,1.0,G,major,G major,"She cant see the way your eyes light up when you smile.
she'll never notice how you stop and stare whenever she walks by.
and you cant see me wanting you the way you want her
but you are everything to me

and I just wanna show you
she dont even know you
shes never gonna love you like I want to
and you just see right through me
but if you only knew me
we could be a beautiful miracle unbelievable, instead im just invisible

theres a fire inside of you
that cant help but shine through
shes never gonna see the light
no matter what you do
and all I think about is how to make you think of me
and everything that we could be

and I just wanna show you
she dont even know you
shes never gonna love you like i want to
and you just see right through me
but if you only knew me
we could be a beautiful miracle unbeleiveable, instead im just invisible",True
Taylor Swift,False,2006-10-24,14.0,A Perfectly Good Heart,Taylor Swift,,True,,,2008-03-18,0.44,0.35,0.2,0.97,0.74,0.8,152.0,220146.0,False,11.0,1.0,B,major,B major,"[Chorus 1:]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and throw it all apart,now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?

Maybe I should've seen the signs, should've read the writing on the wall.
And realized by the distance in your eyes that I would be the one to fall.
No matter what you say, I still can't believe
That you would walk away.
It don't make sense to me, but:

[Repeat Chorus 1:]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?

It's not unbroken anymore.
How do I get it back the way it was before?

[Chorus 2:]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart,now?
Why would you wanna make the very first scar?
Why would you wanna break, would you wanna break a:

[Repeat Chorus 1:]
Why would you wanna break a perfectly good heart?
Why would you wanna take our love and tear it all apart, now?
Why would you wanna make the very first scar?
Why would you wanna break a perfectly good heart?",True
The Taylor Swift Holiday Collection,True,2007-10-14,1.0,Last Christmas,Taylor Swift,,True,,,2007-10-14,0.5,0.38,0.15,0.94,0.74,0.8,117.45,208253.0,False,5.0,1.0,F,major,F major,"Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special

Once bitten and twice shyed
I keep my distance but you still catch my eye
Tell me baby
Do you recognize me
Well, it's been a year, it doesn't surprise me
Merry Christmas, I wrapped it up and sent it
With a note saying 'I love you', I meant it
Now I know what a fool I've been
But if you kiss me now, I know you'd fool me again

Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special

Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special

A crowded room and friends with tired eyes
I'm hiding from you and your soul of eyes
My God, I thought you were someone to rely on
Me, I guess I was a shoulder to cry on
A face on a lover with a fire in his heart
A girl on a cover but you tore her apart
Maybe this year
Maybe this year I'll give it to someone special

Cause last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special

Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special

And last Christmas
And this year
It won't be anything like, anything like

Last Christmas I gave you my heart
But the very next day, you gave it away
This year, to save me from tears
I'll give it to someone special",True
The Taylor Swift Holiday Collection,True,2007-10-14,2.0,Christmases When You Were Mine,Taylor Swift,,True,,,2007-10-14,0.48,0.27,0.39,0.96,0.78,0.8,161.5,184253.0,False,7.0,1.0,G,major,G major,"Please take down the misletoe
Cause I don't wanna think about that right now
Cause everything I want is miles away
In a snow covered little town
My momma's in the kitchen, worrying about me
Season's greetings, hope you're well
Well I'm doing alright
If you were wondering
Lately I can never tell

I know this shouldn't be a lonely time
But there were Christmases when you were mine

I've been doing fine without you, really
Up until the nights got cold
And everybody's here, except you, baby
Seems like everyone's got someone to hold

But for me it's just a lonely time
Cause there were Christmases when you were mine

Merry Christmas everybody
That'll have to be something I just say this year
I'll bet you got your mom another sweater
And were your cousins late again
When you were putting up the lights this year
Did you notice one less pair of hands

I know this shouldn't be a lonely time
But there were Christmases when I didn't wonder how you are tonight
Cause there were Christmases when you were mine

You were mine",True
The Taylor Swift Holiday Collection,True,2007-10-14,3.0,Santa Baby,Taylor Swift,,True,,,2007-10-14,0.45,0.35,0.2,0.95,0.75,0.79,107.67,158600.0,False,7.0,1.0,G,major,G major,"Santa baby, slip a sable under the tree, for me
I've been an awful good girl, santa baby
So hurry down the chimney tonight

Santa baby, a '54 convertible, too, light blue
Well I'll wait up for you, dear, santa baby
So hurry down the chimney tonight, yeah

Think of all the fun I've missed
Think of all the boys I haven't kissed
Next year I could be just as good
If you check off my Christmas list

Santa baby, I want a yacht and really that's not a lot
I've been an angel all year, santa baby
So hurry down the chimney tonight

Santa, honey, there's one more thing I really do need, the deed
To a platinum mine, santa honey
So hurry down the chimney tonight

Come and trim my Christmas tree
With some decorations bought at Tiffany's
I really do believe in you
Let's see if you believe in me

Santa baby, forgot to mention one little thing
A ring
And I don't mean on the phone, santa baby
So hurry down the chimney tonight",True
The Taylor Swift Holiday Collection,True,2007-10-14,4.0,Silent Night,Taylor Swift,,True,,,2007-10-14,0.46,0.35,0.19,0.95,0.74,0.79,120.19,209893.0,False,2.0,1.0,D,major,D major,"Silent night, holy night
All is calm and all is bright
Round yon virgin mother and child
Holy infant so tender and mild
Sleep in heavenly peace
Sleep in heavenly peace

Silent night, holy night
Shepherds quake at the sight
Glories stream from Heaven afar
Heavenly hosts sing halleluia
Christ the savior is born
Christ our savior is born

Silent night, holy night
Son of God
Love's pure light
Radiant beams from thy holy face
With the dawn of redeeming grace
Jesus Lord at thy birth
Jesus Lord at thy birth

Halleluia!
Halleluia!
Halleluia!

Christ the savior is born",True
The Taylor Swift Holiday Collection,True,2007-10-14,5.0,Christmas Must Be Something More,Taylor Swift,,True,,,2007-10-14,0.47,0.36,0.19,0.94,0.75,0.8,123.05,232146.0,False,7.0,1.0,G,major,G major,"What if ribbons and bows didn't mean a thing
Would the song still survive without five golden rings
Would you still wanna kiss without misletoe
What would happen if God never let it snow
What would happen if Christmas carols told a lie
Tell me what would you find

You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more

What if angels did not pay attention to
All the things that we wished they would always do
What if happiness came in a cardboard box
Then I think there is something we all forgot
What would happen if presents all went away
Tell me what would you find

You'd see that today holds something special
Something holy, not superficial
So here's to the birthday boy who saved our lives
It's something we all try to ignore
And put a wreath up on your door
So here's something you should know that is for sure
Christmas must be something more

We get so caught up in all of it
Business and relationships
Hundred mile an hour lives
And it's this time of year
And everybody's here
It seems the last thing on your mind

Is that the day holds something special
Something holy, not superficial
So here's to Jesus Christ who saved our lives
It's something we all try to ignore
And put a wreath up on your door
But here's something you should know that is for sure
Christmas must be something
Christmas must be something
Christmas must be something more

There's gotta be more
There's gotta be more",True
The Taylor Swift Holiday Collection,True,2007-10-14,6.0,White Christmas,Taylor Swift,,True,,,2007-10-14,,,,,,,,154000.0,False,,,,,,"I'm dreaming of a white Christmas
Just like the ones I used to know
Where the tree tops glisten and children listen
To hear sleigh bells in the snow

I'm dreaming of a white Christmas
With every Christmas card I write
May your days be merry and bright
And may all your Christmases be white

I'm dreaming of a white Christmas
Just like the ones I used to know
So may your days be merry and bright
And may all your Christmases be white

May your days be merry and bright
And may all your Christmases be white",True
Beautiful Eyes,True,2008-07-15,1.0,Beautiful Eyes,Taylor Swift,,True,,,2008-07-15,,,,,,,,,,,,,,,"Your beautiful eyes stare right into mine
and sometimes i think of you late at night
i don't know why
i wanna be somewhere where you are
i wanna be where...

chorus:
your here, your eyes are lookin into mine
so baby, make me fly
my heart has never felt this way before
i'm lookin through your
i'm lookin through your eyes..

i wake up, i'm alive
in only a little while, i'll cry
cause your my lullaby
so baby, come hold me tight
cause i, i wanna be everything you need
i wanna be where...

chorus:
your here, your eyes are lookin into mine
so baby, make me fly
my heart has never felt this way before
i'm lookin through your
i'm lookin through your eyes..

just as long as your mine
i'll be your everything tonight
let me love you, kiss you
baby, let me miss you
let me see your...
dream about, dream about your eyes
eyes, eyes, beautiful eyes...

(Thanks to Karlie for these lyrics)",True
Beautiful Eyes,True,2008-07-15,5.0,I'm Only Me When I'm With You,Taylor Swift,,True,,,2008-07-15,,,,,,,,,,,,,,,"38 ContributorsTranslationsFrançaisAfrikaansI’m Only Me When I’m With You Lyrics[Verse 1]
Friday night beneath the stars
In a field behind your yard
You and I are painting pictures in the sky
And sometimes, we don't say a thing
Just listen to the crickets sing
Everything I need is right here by my side

[Pre-Chorus]
And I know everything about you
I don't wanna live without you
[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you

[Verse 2]
Just a small-town boy and girl
Livin' in a crazy world
Tryna figure out what is and isn't true
And I don't try to hide my tears
My secrets or my deepest fears
Through it all, nobody gets me like you do

[Pre-Chorus]
And you know everything about me
You say that you can't live without me

[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you
You might also like[Bridge]
When I'm with anybody else
It's so hard to be myself
And only you can tell

[Chorus]
That I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me
Who I wanna be
Well, I'm only me when I'm with you

[Outro]
With you
Uh-huh-huh, yeah10Embed",True
Beautiful Eyes,True,2008-07-15,6.0,I Heart ?,Taylor Swift,,True,2008-06-23,,2008-06-23,,,,,,,,,,,,,,,"Wish I had concentrated
They said love was complicated
But it's something I just fell into

And it was over-rated
But just look what I've created
I came out alive but I'm black and blue-ue

Before you ask me if I'm alright
Think about what I
Had to do-oo, yeah

Wake up and smell the break-up
Fix my heart, put on my make-up
Another mess I didn't plan
And I'll bet, you thought you'd beat me
Wish you could only see
I've got an I heart question mark
Written on the back of my hand

I'd be fine if you just walked by
But you had to talk about why
You were wrong and I was right

But I can't believe you made me,
Sit at home and cry like a baby
Wait right by the phone every night

And now you ask about you and I
There's no you and I
Remember what you put me through
I had to

Wake up and smell the break-up
Fix my heart put on my make-up
Another mess I didn't plan
And I'll bet, you thought you'd beat me
I wish you'd could only see
I got an I heart question mark
Written on the back of my hand

And when you're home alone at night
You'll still wonder
Why you took everything I had, oh baby
I had a lot about you and I
There's no you and I
And I know
Someday you will...

Wake up and smell the break-up
Realize that we won't make-up
It didn't go the way you planed

And you'll know you didn't beat me
When you look down and see
I've got an I heart question mark
Written on the back of my hand

Written on the back of my hand
An I heart question mark, yeah
Written on the back of my hand",True
Fearless,False,2008-11-11,1.0,Fearless,Taylor Swift,,True,2008-10-14,2010-01-03,2008-10-14,0.43,0.35,0.23,0.94,0.76,0.49,99.38,242000.0,False,5.0,0.0,F,minor,F minor,"There's somethin' 'bout the way
The street looks when it's just rained
There's a glow off the pavement
you walk me to the car
And you know I wanna ask you
to dance right there
In the middle of the parking lot
Yeah

We're drivin' down the road
I wonder if you know
I'm tryin' so hard
not to get caught up now
But you're just so cool
Run your hands through your hair
Absent mindedly makin' me want you

And I don't know how
it gets better than this
You take my hand
and drag me head first
Fearless
And I don't know
why but with you I'd dance
In a storm in my best dress
Fearless

So baby drive slow
'Til we run out of road
in this one horse town
I wanna stay right here
in this passenger's seat
You put your eyes on me
In this moment now
capture it, remember it

Cuz I don't know how
it gets better than this
You take my hand
and drag me head first
Fearless
And I don't know
why but with you I'd dance
In a storm in my best dress
Fearless

Well you stood there with me
in the doorway
my hands shake
I'm not usually this way but
You pull me in & I'm a little more brave
It's the first kiss, it's flawless, really somethin', it's fearless.

Cuz I don't know how
it gets better than this
You take my hand
and drag me head first
Fearless
And I don't know
why but with you I'd dance
In a storm in my best dress
Fearless (x3)

(Thanks to honda27 and dancerbabe96 for correcting these lyrics)",True
